Zineb,C4H6N2S4Zn,3.630E-06,275.74
Allantoin,C4H6N4O3,3.300E-02,158.12
Acetazolamide,C4H6N4O3S2,3.200E-03,222.25
Vinyl ether,C4H6O,5.490E-01,70.09
Crotonaldehyde,C4H6O,2.140E+00,70.09
?-Methylacrolein,C4H6O,8.090E-01,70.09
trans-Crotonaldehyde,C4H6O,2.140E+00,70.09
Diacetyl,C4H6O2,2.320E+00,86.09
Methyl acrylate,C4H6O2,5.740E-01,86.09
trans-Crotonic acid,C4H6O2,9.990E-01,86.09
Vinyl acetate,C4H6O2,3.140E-01,86.09
Crotonic acid,C4H6O2,8.880E-01,86.09
?-Butyrolacetone,C4H6O2,1.540E+00,86.09
bis(Methylxanthogen) disulfide,C4H6O2S4,1.150E-04,214.35
Acetic anhydride,C4H6O3,1.180E+00,102.09
Methylmalonic acid,C4H6O4,5.750E+00,118.09
Succinic acid,C4H6O4,6.030E-01,118.09
Methyl oxalate,C4H6O4,5.110E-01,118.09
d-Malic acid,C4H6O5,4.030E+00,134.09
Diglycolic acid,C4H6O5,2.830E+00,134.09
dl-Malic acid,C4H6O5,4.410E+00,134.09
meso-Tartaric acid,C4H6O6,3.730E+00,150.09
d-(–)-Tartaric acid,C4H6O6,2.460E+00,150.09
l-Tartaric acid,C4H6O6,3.970E+00,150.09
dl-Tartaric acid,C4H6O6,2.460E+00,150.09
4-Bromo-1-butene,C4H7Br,5.660E-03,135.01
"Propanamide, N-(aminocarbonyl)-2-bromo-",C4H7BrN2O2,2.580E-01,195.02
dl-2-Bromobutyric acid,C4H7BrO2,4.190E-01,167.01
1-Chloro-2-butene,C4H7Cl,1.100E-02,90.55
Dichlorvos,C4H7Cl2O4P,4.480E-02,220.98
"1,1,1-Trichloro-tert-butanol",C4H7Cl3O,4.510E-02,177.46
n-Butyroniitrile,C4H7N,5.450E-02,69.11
4-Thiazolidinecarboxylic acid,C4H7NO2S,2.200E-01,133.17
N-Acetyl glycine,C4H7NO3,2.250E-01,117.11
"Butanoic acid, 4-amino-2-hydroxy-4-oxo",C4H7NO4,2.900E-01,133.1
dl-Aspartic acid,C4H7NO4,6.080E-02,133.1
Iminodiacetic acid,C4H7NO4,1.780E-01,133.1
l-Aspartic acid,C4H7NO4,3.770E-02,133.1
l-?-Malamidic acid,C4H7NO4,5.240E-01,133.1
Glycine dipeptide,C4H7N2O4,1.530E+00,147.11
Creatinine,C4H7N3O,7.080E-01,113.12
1-Butene,C4H8,3.960E-03,56.11
Isobutylene,C4H8,4.690E-03,56.11
"2,3-Dichlorobutane",C4H8Cl2,4.420E-03,127.01
sym-Dichloroethyl ether,C4H8Cl2O,7.060E-02,143.01
"?,??-Dichlorodiethylsulfoxide",C4H8Cl2OS,6.850E-02,175.08
"?,??-Dichlorodiethylsulfone",C4H8Cl2O2S,3.140E-02,191.08
Mustard gas,C4H8Cl2S,4.340E-03,159.08
Trichlorfon,C4H8Cl3O4P,5.980E-01,257.44
Dimethylglyoxime,C4H8N2O2,5.170E-03,116.12
Succinamide,C4H8N2O2,2.840E-02,116.12
?-Alanine hydantoic acid,C4H8N2O3,1.580E-01,132.12
N-Nitroso-N-methylurethane,C4H8N2O3,2.800E-01,132.12
N-Glycylglycine,C4H8N2O3,1.400E+00,132.12
Methylhydantoic acid,C4H8N2O3,1.930E-01,132.12
Asparagine,C4H8N2O3,2.230E-01,132.12
l-Asparagine monohydrate,C4H8N2O3.H2O,1.930E-01,150.14
"N,N?-Dinitrosopiperazine",C4H8N4O2,4.000E-02,144.13
2-Butyraldehyde,C4H8O,9.690E-01,72.11
Ethyl vinyl ether,C4H8O,1.390E-01,72.11
Isobutyraldehyde,C4H8O,1.230E+00,72.11
Methyl ethyl ketone,C4H8O,2.930E+00,72.11
Tetrahydrofuran,C4H8O,4.500E+00,72.11
Ethyl acetate,C4H8O2,8.420E-01,88.11
Methyl propionate,C4H8O2,7.780E-01,88.11
Isobutyric acid,C4H8O2,2.710E+00,88.11
3-Hydroxytetrahydrofuran,C4H8O2,5.680E+00,88.11
Butyric acid,C4H8O2,1.150E-01,88.11
"1,4-Dioxane",C4H8O2,9.080E+00,88.11
Propyl formate,C4H8O2,2.500E-01,88.11
Isobutyl bromide,C4H9Br,3.700E-03,137.03
n-Butyl bromide,C4H9Br,4.500E-03,137.03
Isobutyl chloride,C4H9Cl,1.000E-02,92.57
n-Butyl chloride,C4H9Cl,8.000E-03,92.57
sec-Butyl chloride,C4H9Cl,1.080E-02,92.57
tert-Butyl chloride,C4H9Cl,3.110E-02,92.57
Iodobutane,C4H9I,1.700E-03,184.02
"N,N-Dimethylacetamide",C4H9NO,6.070E+00,87.12
Butyramide,C4H9NO,2.640E+00,87.12
?-Aminobutyric acid,C4H9NO2,1.260E+01,103.12
Propyl carbamate,C4H9NO2,1.940E+00,103.12
dl-2-Aminobutyric acid,C4H9NO2,1.620E+00,103.12
?-Aminobutyric acid,C4H9NO2,1.210E+01,103.12
2-Methylalanine,C4H9NO2,1.330E+00,103.12
1-Nitrobutane,C4H9NO2,3.500E-02,103.12
N-Methylurethane,C4H9NO2,3.970E+00,103.12
2-Aminobutanoic acid,C4H9NO2,1.850E+00,103.12
l-Threonine,C4H9NO3,8.140E-01,119.12
dl-allo-Threonine,C4H9NO3,1.020E+00,119.12
dl-Threonine,C4H9NO3,1.410E+00,119.12
Butyl nitrate,C4H9NO3,6.500E-03,119.12
Creatine,C4H9N3O2,1.010E-01,131.14
4-Phosphonobutyric acid,C4H9O5P,2.070E+00,168.09
Isobutane,C4H10,8.410E-04,58.12
Butane,C4H10,1.260E-03,58.12
Acephate,C4H10NO3PS,2.150E+00,183.17
N-Nitrosodiethylamine,C4H10N2O,1.040E+00,102.14
Methyl propyl ether,C4H10O,3.990E-01,74.12
tert-Butyl alcohol,C4H10O,8.710E-02,74.12
n-Butyl alcohol,C4H10O,9.980E-01,74.12
Methyl isopropyl ether,C4H10O,8.230E-01,74.12
Isobutyl alcohol,C4H10O,1.000E+00,74.12
Ethyl ether,C4H10O,9.990E-01,74.12
sec-Butyl alcohol,C4H10O,1.350E+00,74.12
Diethyl sulfone,C4H10O2S,1.110E+00,122.19
dl-Threitol,C4H10O4,7.350E+00,122.12
Erythritol,C4H10O4,3.120E+00,122.12
Ethyl sulfide,C4H10S,3.400E-02,90.19
sec-Butylamine,C4H11N,1.530E+00,73.14
n-Butylamine,C4H11N,3.260E-02,73.14
Tromethamine,C4H11NO3,5.770E+00,121.14
Glyphosine,C4H11NO8P2,9.430E-01,263.08
"Hexachloro-1,3-butadiene",C4Cl6,1.240E-05,260.76
"2,3,5-Trichloro-4-hydroxypyridine",C5H2Cl3NO,2.870E-03,198.44
"3,5,6-Trichloro-2-pyridinol",C5H2Cl3NO,1.110E-03,198.44
5-Trifluoromethyl uracil,C5H3F3N2O2,1.450E-01,180.09
2-Chloroadenine,C5H4ClN5,4.900E-05,169.57
Orotic acid,C5H4N2O4,1.160E-02,156.1
"4,5-Imidazoledicarboxylic acid",C5H4N2O4,3.200E-03,156.1
5-Carboxyuracil,C5H4N2O4,1.150E-02,156.1
Purine,C5H4N4,2.780E+00,120.11
Hypoxanthine,C5H4N4O,5.290E-03,136.11
Allopurinol,C5H4N4O,3.530E-03,136.11
8-Hydroxypurine,C5H4N4O,3.050E-02,136.11
Xanthine,C5H4N4O2,2.460E-04,152.11
Xanthine (monohydrate),C5H4N4O2.H2O,4.080E-04,170.13
Uric acid,C5H4N4O3,2.070E-04,168.11
Uric acid (dihydrate),C5H4N4O3.2H2O,3.390E-04,204.14
6-Mercaptopurine,C5H4N4S,8.150E-04,152.18
Furfural,C5H4O2,7.620E-01,96.09
3-Thenoic acid,C5H4O2S,3.360E-02,128.15
2-Furoic acid,C5H4O3,4.220E-01,112.09
Isopyromucic acid,C5H4O3,3.850E-01,112.09
"5-Ethoxy-3-trichloromethyl-1,2,4-thiadiazole",C5H5Cl3N2OS,4.730E-04,247.53
3-Hydroxypyridine,C5H5NO,3.390E-01,95.1
4-Hydroxypyridine,C5H5NO,5.260E+00,95.1
2-Hydroxypyridine,C5H5NO,5.260E+00,95.1
"2,4-Dihydroxypyridine",C5H5NO2,5.590E-02,111.1
Pyrazinamide,C5H5N3O,1.410E-01,123.12
Adenine,C5H5N5,6.590E-03,135.13
Guanine,C5H5N5O,3.870E-05,151.13
Isoguanine,C5H5N5O,3.970E-04,151.13
"2,8-Dioxyadenine",C5H5N5O2,1.320E-05,167.13
Cyclopentadiene,C5H6,1.020E-02,66.1
3-Methyluracil,C5H6Cl2N2,1.210E+00,165.02
Dantoin,C5H6Cl2N2O2,2.540E-03,197.02
Methylthiouracil,C5H6N2OS,3.750E-03,142.18
5-Methyl-2-thiouracil,C5H6N2OS,3.580E-03,142.18
Thymine,C5H6N2O2,3.550E-02,126.12
1-Methyluracil,C5H6N2O2,1.590E-01,126.12
5-Carboxymethylhydantoin,C5H6N2O4,7.050E-02,158.11
?-Angelica lactone,C5H6O2,4.690E-01,98.1
Citraconic acid,C5H6O4,6.020E+00,130.1
Mesaconic acid,C5H6O4,2.020E-01,130.1
Itaconic acid,C5H6O4,5.890E-01,130.1
3-Methylthiophene,C5H6S,4.070E-03,98.17
Ethyl cyanoacetate,C5H7NO2,1.770E-01,113.12
"2,4-Thiazolidinedicarboxylic acid",C5H7NO4S,4.300E-02,177.18
6-Methyluracil,C5H7N2O2,5.510E-02,127.12
5-Methylcytosine,C5H7N3O,3.440E-01,125.13
Dimetridazole,C5H7N3O2,6.870E-02,141.13
Isoprene,C5H8,9.430E-03,68.12
Cyclopentene,C5H8,7.850E-03,68.12
1-Pentyne,C5H8,2.310E-02,68.12
"1,4-Pentadiene",C5H8,8.190E-03,68.12
"5-Bromo-2-methyl-5-nitro-1,3-dioxane",C5H8BrNO4,2.700E-02,226.03
"5,5?-Dimethylhydantoin",C5H8N2O2,1.020E+00,128.13
5-Ethylhydantoin,C5H8N2O2,8.630E-01,128.13
Methazolamide,C5H8N4O3S2,1.200E-02,236.27
Pentaerythritol tetranitrate,C5H8N4O12,6.330E-06,316.14
Cyprethylene ether,C5H8O,9.440E-02,84.12
?-Methylcrotonaldehyde,C5H8O,2.380E-01,84.12
Ethyl acrylate,C5H8O2,1.790E-01,100.12
Methyl methacrylate,C5H8O2,1.560E-01,100.12
Acetylacetone,C5H8O2,1.710E+00,100.12
Dimethylpyruvic acid,C5H8O3,3.450E+00,116.12
Levulinic acid,C5H8O3,6.400E+00,116.12
Methylsuccinic acid,C5H8O4,5.040E+00,132.12
Ethylmalonic acid,C5H8O4,5.390E+00,132.12
Dimethylmalonic acid,C5H8O4,6.810E-01,132.12
Glutaric acid,C5H8O4,4.090E+00,132.12
"Propanoic acid, 2-bromo-, ethyl ester",C5H9BrO2,2.780E-01,181.04
?-Ethyl-?-bromo-propionic ureide,C5H9BrO2,2.130E-01,181.04
dl-Proline,C5H9NO2,1.150E+01,115.13
l-Proline,C5H9NO2,5.370E+00,115.13
2-Methylthiazolidine-4-carboxylic acid,C5H9NO2S,2.100E-01,147.2
l-Hydroxyproline,C5H9NO3,3.160E+00,131.13
"Butanoic acid, 2-(formylamino)-",C5H9NO3,2.560E-01,131.13
d-Glutamic acid,C5H9NO4,5.980E-02,147.13
dl-Glutamic acid,C5H9NO4,1.750E-01,147.13
l-Glutamic acid,C5H9NO4,5.830E-02,147.13
Cyclopentane,C5H10,2.340E-03,70.14
3-Methyl-1-butene,C5H10,1.850E-03,70.14
2-Pentene,C5H10,2.890E-03,70.14
1-Pentene,C5H10,2.110E-03,70.14
Diethyl trichloromethyl phosphonate,C5H10Cl3O3P,1.760E-02,255.47
N-Nitrosopiperidine,C5H10N2O,6.700E-01,114.15
Methomyl,C5H10N2O2S,3.580E-01,162.21
Glycolylglycineamide,C5H10N2O3,5.820E+00,146.15
Glycylalanine,C5H10N2O3,4.780E+00,146.15
d-Glutamine,C5H10N2O3,2.910E-01,146.15
l-Glutamine,C5H10N2O3,2.830E-01,146.15
Dazomet,C5H10N2S2,7.390E-03,162.28
Dinitrosopentamethylenetetramine,C5H10N6O2,5.320E-02,186.17
Methy propyl ketone,C5H10O,6.800E-01,86.13
Valeraldehyde,C5H10O,1.360E-01,86.13
Tetrahydropyran,C5H10O,8.620E-01,86.13
Diethyl ketone,C5H10O,6.050E-01,86.13
1-Penten-3-ol,C5H10O,8.800E-01,86.13
4-Penten-1-ol,C5H10O,6.260E-01,86.13
3-Penten-2-ol,C5H10O,9.510E-01,86.13
2-Methyl tetrahydrofuran,C5H10O,1.170E+00,86.13
1-Methyl tetrahydrofuran,C5H10O,1.410E+00,86.13
Cypreth ether,C5H10O,3.160E-01,86.13
3-Methyl-2-butanone,C5H10O,6.650E-01,86.13
Butylxanthogenic acid,C5H10OS2,8.000E-04,150.26
Valeric acid,C5H10O2,2.300E-01,102.13
Methyl butyrate,C5H10O2,1.470E-01,102.13
3-Hydroxy-2-methyltetrahydrofuran,C5H10O2,1.630E+00,102.13
Propyl acetate,C5H10O2,1.920E-01,102.13
Pivalic acid,C5H10O2,2.130E-01,102.13
Isopropyl acetate,C5H10O2,2.760E-01,102.13
Butyl formate,C5H10O2,6.400E-02,102.13
Ethyl propionate,C5H10O2,2.150E-01,102.13
Isovaleric acid,C5H10O2,3.950E-01,102.13
"Propionic acid, 3-methoxy-, methyl ester",C5H10O3,3.630E+00,118.13
Ethyl carbonate,C5H10O3,1.560E-01,118.13
d-Xylose,C5H10O5,2.880E+00,150.13
l-Arabinose,C5H10O5,2.480E+00,150.13
n-Amyl bromide,C5H11Br,8.380E-04,151.05
Isoamyl bromide,C5H11Br,1.320E-03,151.05
Pentanamide,C5H11NO,7.880E-01,101.15
dl-Valine,C5H11NO2,5.710E-01,117.15
l-Norvaline,C5H11NO2,8.290E-01,117.15
tert-Butyl carbamate,C5H11NO2,1.250E+00,117.15
n-Butyl carbamate,C5H11NO2,2.200E-01,117.15
Isobutyl carbamate,C5H11NO2,5.000E-01,117.15
dl-Isovaline,C5H11NO2,2.400E+00,117.15
d-Valine,C5H11NO2,7.050E-01,117.15
Betaine,C5H11NO2,5.220E+00,117.15
dl-Norvaline,C5H11NO2,6.620E-01,117.15
l-Valine,C5H11NO2,4.990E-01,117.15
3-Nitropentane,C5H11NO2,1.110E-02,117.15
dl-Methionine,C5H11NO2S,2.190E-01,149.21
Methionine,C5H11NO2S,3.790E-01,149.21
Penicillamine,C5H11NO2S,6.700E-01,149.21
Betaine (monohydrate),C5H11NO2.H2O,4.520E+00,135.16
Pentane,C5H12,5.270E-04,72.15
2-Methylbutane,C5H12,6.650E-04,72.15
Neopentane,C5H12,2.220E-04,72.15
Chlormephos,C5H12ClO2PS2,2.560E-04,234.7
Dimethoate,C5H12NO3PS2,1.100E-01,229.26
2-Methylpiperazine,C5H12N2,4.340E+00,100.16
Methyl-n-butylnitrosamine,C5H12N2O,2.000E-01,116.16
2-Methyl-1-butanol,C5H12O,3.300E-01,88.15
tert-Isoamyl alcohol,C5H12O,2.660E-01,88.15
Neopentyl alcohol,C5H12O,3.840E-01,88.15
Methyl tert-butyl ether,C5H12O,5.820E-01,88.15
3-Pentanol,C5H12O,5.510E-01,88.15
3-Methyl-2-butanol,C5H12O,6.380E-01,88.15
Ethylisopropyl ether,C5H12O,2.730E-01,88.15
1-Pentanol,C5H12O,3.730E-01,88.15
2-Pentanol,C5H12O,3.840E-01,88.15
tert-Pentyl alcohol,C5H12O,1.120E+00,88.15
Formaldehyde diethyl acetal,C5H12O2,6.720E-01,104.15
Pentaerythritol,C5H12O4,4.160E-01,136.15
Adonitol,C5H12O5,3.950E+00,152.15
Xylitol,C5H12O5,3.960E+00,152.15
dl-Arabinitol,C5H12O5,4.460E+00,152.15
N-Methyldiethylamine,C5H13N,3.560E+00,87.17
Demephion,C5H13O3PS2,2.310E-03,216.26
Hexachlorocyclopentadiene,C5Cl6,2.950E-06,272.77
"4,5,7-Trichloro-2,1,3-benzothiadiazole",C6HCl3N2S,1.040E-05,239.51
"2,3,4,5-Tetrachloronitrobenzene",C6HCl4NO2,2.800E-05,260.89
"2,3,4,6-Tetrachloronitrobenzene",C6HCl4NO2,2.900E-05,260.89
"2,3,5,6-Tetrachloronitrobenzene",C6HCl4NO2,8.000E-06,260.89
Pentachlorobenzene,C6HCl5,5.320E-06,250.34
Pentachlorophenol,C6HCl5O,6.200E-05,266.34
Pentafluorophenol,C6HF5O,3.000E-01,184.07
"2,6-Dibromoquinone-3-chlorimide",C6H2Br2ClNO2,2.000E-04,315.36
"1,2,4,5-Tetrabromobenzene",C6H2Br4,1.110E-07,393.72
Picryl chloride,C6H2ClN3O6,2.140E-03,247.55
Chloranilic acid,C6H2Cl2O4,9.090E-03,208.99
"2,4,5-Trichloronitrobenzene",C6H2Cl3NO2,1.300E-04,226.45
"2,3,4-Trichloronitrobenzene",C6H2Cl3NO2,1.150E-04,226.45
"1,2,4,5-Tetrachlorobenzene",C6H2Cl4,2.150E-06,215.89
Trichlorobenzyl chloride,C6H2Cl4,9.260E-06,215.89
"1,2,3,4-Tetrachlorobenzene",C6H2Cl4,2.740E-05,215.89
"1,2,3,5-Tetrachlorobenzene",C6H2Cl4,1.860E-05,215.89
"2,3,4,6-Tetrachlorophenol",C6H2Cl4O,7.900E-04,231.89
"2,3,4,5-Tetrachlorophenol",C6H2Cl4O,7.160E-04,231.89
"2,3,5,6-Tetrachlorophenol",C6H2Cl4O,4.310E-04,231.89
Tetrachlorohydroquinone,C6H2Cl4O2,8.670E-05,247.89
"1,2,4,5-Tetrafluorobenzene",C6H2F4,4.220E-03,150.08
"1,2,3,5-Tetrafluorobenzene",C6H2F4,4.950E-03,150.08
"2,3,5,6-Tetrafluorophenol",C6H2F4O,3.700E-01,166.08
"2,6-Dibromoquinone oxime",C6H3Br2NO2,8.500E-04,280.91
"1,2,4-Tribromobenzene",C6H3Br3,2.290E-05,314.82
"2,4,6-Tribromobiphenyl",C6H3Br3O,4.110E-02,330.82
"2,4,6-Tribromophenol",C6H3Br3O,2.120E-04,330.82
"1-Chloro-2,4-dinitrobenzene",C6H3ClN2O4,4.560E-05,202.55
7-Chloropteridine,C6H3ClN4,1.310E-01,166.57
"3,4-Dichloronitrobenzene",C6H3Cl2NO2,6.290E-04,192
"2,5-Dichloronitrobenzene",C6H3Cl2NO2,4.800E-04,192
"2,3-Dichloronitrobenzene",C6H3Cl2NO2,3.250E-04,192
"3,6-Dichloropicolinic acid",C6H3Cl2NO2,5.210E-03,192
"1,2,3-Trichlorobenzene",C6H3Cl3,9.920E-05,181.45
"1,3,5-Trichlorobenzene",C6H3Cl3,3.310E-05,181.45
"1,2,4-Trichlorobenzene",C6H3Cl3,1.730E-04,181.45
Picloram,C6H3Cl3N2O2,1.780E-03,241.46
"2,3,4-Trichlorophenol",C6H3Cl3O,4.630E-03,197.45
"2,3,5-Trichlorophenol",C6H3Cl3O,3.910E-03,197.45
"2,3,6-Trichlorophenol",C6H3Cl3O,2.990E-03,197.45
"2,4,6-Trichlorophenol",C6H3Cl3O,2.200E-03,197.45
"2,4,5-Trichloro-phenol",C6H3Cl3O,4.800E-03,197.45
Nitrapyrin,C6H3Cl4N,1.740E-04,230.91
"1-Fluoro-2,4-dinitrobenzene",C6H3FN2O4,2.150E-03,186.1
Trifluorophenol,C6H3F3O,4.200E-01,148.09
"1,3,5-Trinitro-benzol",C6H3N3O6,1.680E-03,213.11
Picric acid,C6H3N3O7,5.330E-02,229.11
Styphnic acid,C6H3N3O8,2.200E-02,245.11
1-Bromo-2-fluorobenzene,C6H4BrF,2.020E-03,175.01
1-Bromo-3-fluorobenzene,C6H4BrF,2.160E-03,175.01
2-Bromo-4-nitrophenol,C6H4BrNO3,1.010E-01,218.01
"1,3-Dibromobenzene",C6H4Br2,2.860E-04,235.92
"1,4-Dibromobenzene",C6H4Br2,8.480E-05,235.92
1-Chloro-2-fluorobenzene,C6H4ClF,3.850E-03,130.55
1-Chloro-3-fluorobenzene,C6H4ClF,4.520E-03,130.55
Pipsyl chloride,C6H4ClIO2S,5.390E-05,302.52
6-Chloropicolinic acid,C6H4ClNO2,2.160E-02,157.56
p-Chloronitrobenzene,C6H4ClNO2,1.600E-03,157.56
m-Chloronitrobenzene,C6H4ClNO2,1.730E-03,157.56
o-Chloronitrobenzene,C6H4ClNO2,3.470E-03,157.56
"1,2-Dichlorobenzene",C6H4Cl2,1.060E-03,147
"1,3-Dichlorobenzene",C6H4Cl2,9.080E-04,147
"1,4-Dichlorobenzene",C6H4Cl2,5.170E-04,147
Dicloran,C6H4Cl2N2O2,3.020E-05,207.02
"2,4-Dichlorophenol",C6H4Cl2O,3.400E-02,163
"3,5-Dichlorophenol",C6H4Cl2O,4.540E-02,163
"3,4-Dichlorophenol",C6H4Cl2O,5.680E-02,163
"2,6-Dichlorophenol",C6H4Cl2O,1.610E-02,163
"2,3-Dichlorophenol",C6H4Cl2O,5.040E-02,163
"2,5-Dichlorophenol",C6H4Cl2O,3.800E-02,163
1-Fluoro-4-iodobenzene,C6H4FI,7.500E-04,222
"1,4-Diiodobenzene",C6H4I2,4.240E-06,329.91
p-Dinitrobenzene,C6H4N2O4,2.350E-04,168.11
m-Dinitrobenzene,C6H4N2O4,3.420E-03,168.11
o-Dinitrobenzene,C6H4N2O4,7.910E-04,168.11
"3,5-Dinitrophenol",C6H4N2O5,7.290E-02,184.11
"2,6-Dinitrophenol",C6H4N2O5,1.630E-03,184.11
"2,4-Dinitrophenol",C6H4N2O5,2.520E-03,184.11
"2,4-Dinitroresorcinol",C6H4N2O6,3.130E-02,200.11
"4,6-Dinitroresorcinol",C6H4N2O6,2.000E-03,200.11
Pteridine,C6H4N4,9.230E-01,132.13
4-Hydroxypteridine,C6H4N4O,3.360E-02,148.12
6-Hydroxypteridine,C6H4N4O,1.930E-03,148.12
7-Hydroxypteridine,C6H4N4O,7.490E-03,148.12
2-Hydroxypteridine,C6H4N4O,1.120E-02,148.12
"2,4-Dihydroxypteridine",C6H4N4O2,7.610E-03,164.12
"2,7-Dihydroxypteridine",C6H4N4O2,6.030E-02,164.12
"4,6-Dihydroxypteridine",C6H4N4O2,1.110E-03,164.12
"4,7-Dihydroxypteridine",C6H4N4O2,2.030E-03,164.12
"2,6-Dihydroxypteridine",C6H4N4O2,1.350E-03,164.12
"2,4,7-Trihydroxypteridine",C6H4N4O3,4.630E-04,180.12
"4,6,7-Trihydroxypteridine",C6H4N4O3,2.060E-04,180.12
"2,4,6,7-Tetrahydroxypteridine",C6H4N4O4,8.790E-05,196.12
Picramine,C6H4N4O6,8.710E-05,228.12
4-Mercaptopteridine,C6H4N4S,1.690E-03,164.19
2-Mercaptopteridine,C6H4N4S,4.350E-03,164.19
7-Mercaptopteridine,C6H4N4S,1.960E-03,164.19
Quinone,C6H4O2,1.270E-01,108.1
"2,5-Dicarboxyfuran",C6H4O5,6.410E-03,156.1
2-Carboxy-5-hydroxy-4-pyrone,C6H4O5,3.270E-02,156.1
Bromobenzene,C6H5Br,2.610E-03,157.02
p-Bromophenol,C6H5BrO,8.540E-02,173.02
p-Bromobenzenesulfonic acid,C6H5BrO3S,2.080E+00,237.08
p-Bromobenzenesulfonic acid (monohydrate),C6H5BrO3S.H2O,1.800E+00,255.09
